timestamp,open,high,low,close,volume
17-04-25 8:00,1601.6,1604.23,1594.1,1595.38,12576.2231
17-04-25 9:00,1595.37,1597.56,1591.43,1595.43,13367.8032
17-04-25 10:00,1595.43,1597.19,1588.65,1593.56,9634.5336
17-04-25 11:00,1593.59,1598.74,1589.08,1593.27,8662.3952
17-04-25 12:00,1593.27,1603.19,1593.05,1601.7,14494.085
17-04-25 13:00,1601.71,1601.77,1589.25,1593.78,18405.688
17-04-25 14:00,1593.77,1594.55,1563.2,1569.91,35914.7149
17-04-25 15:00,1569.91,1587.68,1569.9,1583.17,24396.5394
17-04-25 16:00,1583.17,1616.96,1577.68,1605.38,66436.2837
17-04-25 17:00,1605.38,1616.45,1600.54,1610.04,24401.379
17-04-25 18:00,1610.04,1615.7,1600.7,1600.82,22925.2341
17-04-25 19:00,1600.82,1603.8,1577.02,1581.45,33579.6656
17-04-25 20:00,1581.44,1590.77,1580.32,1584.51,14411.4979
17-04-25 21:00,1584.5,1591.84,1582.66,1587.64,7472.8587
17-04-25 22:00,1587.64,1591.75,1579,1579.2,8656.2456
17-04-25 23:00,1579.2,1588.59,1579.2,1583.62,8979.9167
18-04-25 0:00,1583.63,1585.13,1577.23,1579.8,10768.6983
18-04-25 1:00,1579.8,1589.19,1578.09,1582.99,10173.8811
18-04-25 2:00,1583,1587.42,1578.97,1584.57,11579.3578
18-04-25 3:00,1584.57,1585.39,1579.09,1584.15,6270.4302
18-04-25 4:00,1584.14,1585.1,1578.75,1580.88,8415.9869
18-04-25 5:00,1580.87,1581.5,1573.54,1581.4,14194.4793
18-04-25 6:00,1581.4,1581.9,1575.86,1581.04,8489.1931
18-04-25 7:00,1581.05,1585.19,1577.01,1584.09,9986.9314
18-04-25 8:00,1584.1,1592.82,1583.56,1586.97,10054.2842
18-04-25 9:00,1586.97,1592,1584.25,1588.44,7500.5172
18-04-25 10:00,1588.45,1590,1583.05,1584.08,6546.1725
18-04-25 11:00,1584.08,1591,1582.3,1590.67,6393.1581
18-04-25 12:00,1590.67,1597.2,1587.18,1593.24,11551.2287
18-04-25 13:00,1593.24,1593.73,1587.19,1593.04,7250.567
18-04-25 14:00,1593.04,1596.19,1586.18,1589.21,9615.6703
18-04-25 15:00,1589.2,1589.98,1579.09,1583.17,12274.0375
18-04-25 16:00,1583.17,1587.96,1581.8,1587.4,6052.4789
18-04-25 17:00,1587.4,1593,1585.17,1591.86,6633.9682
18-04-25 18:00,1591.85,1595,1589.8,1593.56,6719.9139
18-04-25 19:00,1593.56,1595.18,1590.78,1593.31,5767.7813
18-04-25 20:00,1593.31,1594.8,1590.49,1593.47,4871.2631
18-04-25 21:00,1593.46,1600.64,1592.7,1599.75,8149.807
18-04-25 22:00,1599.75,1600,1592.17,1592.97,4989.8168
18-04-25 23:00,1592.97,1593.15,1587.01,1588.6,6159.4131
19-04-25 0:00,1588.6,1590.25,1585.01,1586.21,5469.1297
19-04-25 1:00,1586.21,1590.86,1585.8,1590.05,5465.9474
19-04-25 2:00,1590.04,1596.34,1587.7,1592.34,9790.8516
19-04-25 3:00,1592.35,1600.26,1592.21,1597.76,10346.4694
19-04-25 4:00,1597.75,1613.48,1597,1603.47,19342.2749
19-04-25 5:00,1603.47,1605.75,1601.08,1602.24,6154.5733
19-04-25 6:00,1602.24,1603.26,1595.33,1596.55,9406.2858
19-04-25 7:00,1596.55,1604.2,1596.54,1600.94,8181.5491
19-04-25 8:00,1600.94,1605.23,1598.5,1602.95,7007.6877
19-04-25 9:00,1602.96,1606.4,1597.66,1598.16,8349.432
19-04-25 10:00,1598.16,1600.83,1594.07,1596.39,8541.8633
19-04-25 11:00,1596.39,1598.9,1594.86,1596.79,6271.2793
19-04-25 12:00,1596.8,1599.2,1595.05,1597.19,4984.9191
19-04-25 13:00,1597.2,1606.4,1595.2,1604.48,11874.882
19-04-25 14:00,1604.47,1608.11,1603,1606.18,9369.6314
19-04-25 15:00,1606.17,1612.29,1603.26,1607.28,12812.1907
19-04-25 16:00,1607.28,1611.1,1598.5,1599.78,11310.3128
19-04-25 17:00,1599.78,1631.81,1599.25,1618.84,30063.8217
19-04-25 18:00,1618.83,1623.13,1614.6,1615.19,11017.0472
19-04-25 19:00,1615.19,1618.43,1613.36,1614.79,6346.6061
19-04-25 20:00,1614.8,1617,1611.06,1614.01,6243.2359
19-04-25 21:00,1614.01,1622.37,1614,1620.77,6132.5453
19-04-25 22:00,1620.76,1621.36,1616,1619.41,3475.6927
19-04-25 23:00,1619.42,1620.56,1612.01,1613.27,5138.1615
20-04-25 0:00,1613.26,1615.11,1608,1610.11,7664.7612
20-04-25 1:00,1610.11,1619.13,1609.61,1617.91,8159.332
20-04-25 2:00,1617.9,1619.19,1613.5,1615.93,4723.011
20-04-25 3:00,1615.92,1616.88,1609.45,1611.87,6878.0398
20-04-25 4:00,1611.87,1617.65,1611.18,1614.62,5189.5171
20-04-25 5:00,1614.58,1616.2,1609.5,1609.86,6085.4074
20-04-25 6:00,1609.87,1613.17,1602.66,1605.44,9604.9293
20-04-25 7:00,1605.44,1605.44,1586.6,1597.46,26450.6513
20-04-25 8:00,1597.46,1597.61,1586.45,1590.04,12946.3374
20-04-25 9:00,1590.03,1593.22,1588.35,1591.77,12749.0866
20-04-25 10:00,1591.76,1592.69,1569,1574.53,38762.4345
20-04-25 11:00,1574.53,1579.99,1565.59,1572.62,22521.6012
20-04-25 12:00,1572.61,1579.79,1571.3,1576.12,9805.8625
20-04-25 13:00,1576.13,1581.4,1571.12,1577.51,13818.807
20-04-25 14:00,1577.5,1584.04,1576.6,1580.23,9082.7003
20-04-25 15:00,1580.22,1580.86,1571.1,1573.5,9097.2387
20-04-25 16:00,1573.51,1582.5,1571.49,1581.5,9889.8316
20-04-25 17:00,1581.49,1581.85,1575.74,1579.72,5703.1627
20-04-25 18:00,1579.72,1582.03,1578.24,1581.42,6077.2987
20-04-25 19:00,1581.41,1587.97,1579.04,1586.17,6519.0206
20-04-25 20:00,1586.19,1600.75,1585.12,1589.88,17248.6433
20-04-25 21:00,1589.88,1591.08,1583.62,1589,8339.5213
20-04-25 22:00,1588.99,1589.2,1574.68,1582.16,10844.994
20-04-25 23:00,1582.16,1587.96,1582.16,1587.36,7890.0411
21-04-25 0:00,1587.36,1620.49,1586.18,1610.09,44169.0729
21-04-25 1:00,1610.1,1629.85,1608.01,1628.64,35128.4759
21-04-25 2:00,1628.64,1645.45,1625.01,1632.66,49113.0504
21-04-25 3:00,1632.66,1642.92,1632.01,1634.54,32198.2725
21-04-25 4:00,1634.55,1641.3,1631.3,1640.08,21224.3167
21-04-25 5:00,1640.09,1656.79,1637.43,1648.21,45269.9396
21-04-25 6:00,1648.21,1658.75,1644.56,1647.91,31580.3029
21-04-25 7:00,1647.9,1650.38,1641.5,1645.92,16601.328
21-04-25 8:00,1645.92,1649.45,1643.76,1649.16,10281.0228
21-04-25 9:00,1649.15,1655,1639.47,1642.58,19708.1387
21-04-25 10:00,1642.58,1643.42,1628.29,1635.7,26561.3721
21-04-25 11:00,1635.7,1636.17,1617.85,1626.34,21044.9041
21-04-25 12:00,1626.34,1631.69,1623.58,1623.71,12302.2199
21-04-25 13:00,1623.7,1630.5,1611.51,1611.88,24595.6237
21-04-25 14:00,1611.87,1641.82,1608.6,1634.16,50137.0847
21-04-25 15:00,1634.15,1635.16,1618.65,1623.3,23384.7005
21-04-25 16:00,1623.3,1626.09,1587.18,1589.6,36905.0876
21-04-25 17:00,1589.6,1590.25,1571.37,1578.42,64646.0353
21-04-25 18:00,1578.43,1579.22,1567.28,1567.73,26477.9077
21-04-25 19:00,1567.73,1581.1,1564.07,1573.7,47806.5291
21-04-25 20:00,1573.7,1578.06,1571.35,1577.77,16746.8864
21-04-25 21:00,1577.77,1580.16,1572.33,1578.52,9410.1189
21-04-25 22:00,1578.51,1578.9,1571.51,1577.85,12359.5363
21-04-25 23:00,1577.85,1580.75,1572.11,1579.57,13834.74
22-04-25 0:00,1579.57,1580.8,1537.26,1568.93,61120.5396
22-04-25 1:00,1568.92,1589.03,1565,1587.53,36183.7982
22-04-25 2:00,1587.52,1593.73,1567.04,1577.09,30387.9568
22-04-25 3:00,1577.08,1580.79,1571.21,1579.22,16956.8666
22-04-25 4:00,1579.22,1586.9,1577.62,1577.97,14200.0073
22-04-25 5:00,1577.96,1584.28,1574,1583.71,16556.5784
22-04-25 6:00,1583.72,1585.56,1574.9,1583.74,13707.753
22-04-25 7:00,1583.75,1624,1582.64,1619.21,74667.5477
22-04-25 8:00,1619.2,1634.49,1618.7,1627.75,46906.2779
22-04-25 9:00,1627.75,1633.37,1621.74,1625.36,24010.0708
22-04-25 10:00,1625.36,1630,1613.01,1628.46,24340.7515
22-04-25 11:00,1628.46,1638.16,1625.78,1631.03,22923.8269
22-04-25 12:00,1631.03,1640,1627.48,1634.92,23776.8157
22-04-25 13:00,1634.92,1653.79,1626.85,1642.98,68132.5755
22-04-25 14:00,1642.98,1680,1638.02,1675,120370.7854
22-04-25 15:00,1674.99,1725.81,1674.11,1703.01,177880.6917
22-04-25 16:00,1703,1710.66,1686.4,1691.72,36920.0623
22-04-25 17:00,1691.71,1702.99,1683.08,1700.42,43852.3269
22-04-25 18:00,1700.43,1707.4,1695.71,1703.79,15986.6113
22-04-25 19:00,1703.78,1705.39,1683.66,1698.22,20258.3817
22-04-25 20:00,1698.22,1701.99,1691.68,1695.32,19661.7569
22-04-25 21:00,1695.31,1778,1694.17,1754.25,100811.2047
22-04-25 22:00,1754.2,1761.53,1738.5,1745.7,47437.0639
22-04-25 23:00,1745.7,1764.35,1745,1756.26,45986.7079
23-04-25 0:00,1756.25,1763.45,1744.95,1751.27,28919.7809
23-04-25 1:00,1751.28,1788,1747.3,1762.28,66713.0514
23-04-25 2:00,1762.28,1807.56,1761.41,1792.21,71533.1078
23-04-25 3:00,1792.21,1797.41,1780,1795.49,26097.6781
23-04-25 4:00,1795.49,1818.18,1782,1817.01,35357.1849
23-04-25 5:00,1817,1817,1794.4,1797.41,52695.3959
23-04-25 6:00,1797.4,1802.22,1786.18,1788.84,49182.379
23-04-25 7:00,1788.84,1795.5,1773.93,1792.11,43249.4428
23-04-25 8:00,1792.1,1801.47,1785.93,1791.32,39255.575
23-04-25 9:00,1791.33,1801.78,1785.54,1785.55,24164.9171
23-04-25 10:00,1785.54,1809.14,1779.2,1803.71,28452.3876
23-04-25 11:00,1803.7,1812.2,1792.35,1797.23,27802.6046
23-04-25 12:00,1797.22,1830,1795.1,1815.09,48105.9305
23-04-25 13:00,1815.09,1834.86,1782.83,1786.87,99896.7108
23-04-25 14:00,1786.86,1803.3,1781.41,1788.12,47599.6664
23-04-25 15:00,1788.12,1798.15,1761.62,1794.6,76404.5227
23-04-25 16:00,1794.6,1798.21,1781.87,1792.6,29113.4925
23-04-25 17:00,1792.59,1804.13,1787.89,1800.72,21073.4765
23-04-25 18:00,1800.72,1810,1794,1798.21,16273.2483
23-04-25 19:00,1798.21,1799.09,1774.47,1786.03,21880.216
23-04-25 20:00,1786.03,1799.81,1785.73,1795.59,9461.0242
23-04-25 21:00,1795.59,1798.8,1786.76,1791.58,6248.0764
23-04-25 22:00,1791.59,1805.9,1789.6,1803.42,9487.1889
23-04-25 23:00,1803.42,1806.91,1791.5,1795.07,8578.5733
24-04-25 0:00,1795.08,1798.42,1783.48,1789.89,12883.4854
24-04-25 1:00,1789.9,1797.82,1781.53,1793.99,11161.484
24-04-25 2:00,1794,1802.82,1775.5,1779.36,19106.286
24-04-25 3:00,1779.36,1791,1766.52,1768.18,25614.9865
24-04-25 4:00,1768.16,1773.47,1758,1772.32,25944.8794
24-04-25 5:00,1772.32,1776.34,1766.43,1769.59,10623.0375
24-04-25 6:00,1769.58,1776,1762.01,1768.19,12315.6762
24-04-25 7:00,1768.19,1774.62,1751.27,1756.25,27355.6553
24-04-25 8:00,1756.25,1760.7,1722.9,1734.91,64193.0206
24-04-25 9:00,1734.91,1747.2,1734.5,1743.5,19292.247
24-04-25 10:00,1743.5,1751.47,1739.93,1750.17,13226.9506
24-04-25 11:00,1750.17,1757.4,1741.47,1755.1,15252.425
24-04-25 12:00,1755.1,1757.95,1747.4,1757.86,15162.4504
24-04-25 13:00,1757.86,1760.88,1744.4,1753.55,21264.1997
24-04-25 14:00,1753.55,1776.35,1752.85,1765.37,40974.24
24-04-25 15:00,1765.37,1777.77,1762.2,1764.62,29454.3897
24-04-25 16:00,1764.62,1777.5,1763.28,1770.4,23917.3188
24-04-25 17:00,1770.4,1773.78,1746.04,1755.41,31234.5268
24-04-25 18:00,1755.4,1769.2,1755,1763.24,12393.7559
24-04-25 19:00,1763.25,1766.79,1756.01,1763.1,8814.9947
24-04-25 20:00,1763.1,1770,1761.13,1762.01,9665.8341
24-04-25 21:00,1762.01,1764.19,1749.04,1760.8,10949.0576
24-04-25 22:00,1760.8,1765,1755.94,1760,11450.4194
24-04-25 23:00,1759.99,1774.84,1758.75,1769.65,11213.7179
25-04-25 0:00,1769.64,1775.44,1763.2,1774.15,11926.0376
25-04-25 1:00,1774.15,1790.5,1765.01,1765.93,27537.8398
25-04-25 2:00,1765.93,1770.87,1738.6,1744.61,34757.9676
25-04-25 3:00,1744.61,1762.14,1740.15,1760.89,17224.9915
25-04-25 4:00,1760.89,1771.8,1758.14,1766,11485.2041
25-04-25 5:00,1766,1770.99,1763.07,1767.26,8180.4764
25-04-25 6:00,1767.26,1780.46,1765.62,1776.96,14568.7138
25-04-25 7:00,1776.96,1781.88,1770.29,1777.18,22421.1221
25-04-25 8:00,1777.17,1778.8,1772.5,1775.19,15888.4639
25-04-25 9:00,1775.18,1793.29,1764.29,1788.11,30308.2849
25-04-25 10:00,1788.1,1791.79,1769.07,1771.6,27845.7896
25-04-25 11:00,1771.61,1790.49,1771.61,1790.49,20020.0098
25-04-25 12:00,1790.49,1802.7,1770.92,1773.1,43324.8466
25-04-25 13:00,1773.11,1779.43,1757.25,1769.11,36095.961
25-04-25 14:00,1769.1,1813.7,1768.47,1808.34,71504.1276
25-04-25 15:00,1808.34,1827.32,1801.2,1806.48,74586.911
25-04-25 16:00,1806.48,1809.23,1788.11,1801.75,24263.6719
25-04-25 17:00,1801.75,1810.89,1782.4,1785.82,29884.8449
25-04-25 18:00,1785.83,1803,1785.83,1796.4,10180.3358
25-04-25 19:00,1796.4,1802.85,1791.5,1802.16,17609.6401
25-04-25 20:00,1802.16,1806.3,1792.16,1798.33,12480.1878
25-04-25 21:00,1798.32,1809.4,1785.4,1789.81,15573.558
25-04-25 22:00,1789.82,1799.54,1788.76,1795.65,5122.8449
25-04-25 23:00,1795.65,1798.8,1783.85,1784.6,12819.0587
26-04-25 0:00,1784.6,1798.68,1784.6,1796.42,23399.4707
26-04-25 1:00,1796.41,1815.81,1791.51,1807.3,15670.8383
26-04-25 2:00,1807.29,1815.53,1801.41,1807.99,25064.7748
26-04-25 3:00,1807.99,1810.11,1792.88,1797.48,15000.6273
26-04-25 4:00,1797.48,1800.59,1790.21,1791.84,8090.1727
26-04-25 5:00,1791.84,1797.88,1789,1794.45,6322.5534
26-04-25 6:00,1794.45,1807.07,1794,1803.05,8579.7032
26-04-25 7:00,1803.06,1810.88,1800,1800.49,12840.6197
26-04-25 8:00,1800.49,1841.16,1798.23,1806.35,53153.9222
26-04-25 9:00,1806.35,1815.67,1792.96,1803.47,24744.7738
26-04-25 10:00,1803.48,1811.07,1801.44,1803.89,10330.0804
26-04-25 11:00,1803.9,1806.39,1778.94,1785.85,27700.9803
26-04-25 12:00,1785.86,1799.28,1784.2,1791.7,14918.4658
26-04-25 13:00,1791.71,1795.5,1780.1,1790.42,14984.6726
26-04-25 14:00,1790.41,1796.7,1785.06,1792.2,10229.948
26-04-25 15:00,1792.2,1804,1792.19,1800.2,13038.4886
26-04-25 16:00,1800.2,1804.87,1795.86,1802.94,7168.936
26-04-25 17:00,1802.94,1807.26,1799.3,1804.5,6625.7425
26-04-25 18:00,1804.49,1808.25,1800.82,1802.79,6192.0231
26-04-25 19:00,1802.8,1814.89,1800.92,1813.08,8135.4026
26-04-25 20:00,1813.08,1818.52,1805.51,1805.7,10269.6337
26-04-25 21:00,1805.69,1815.81,1805.69,1812.05,7077.823
26-04-25 22:00,1812.05,1831.09,1812.05,1816.28,17956.6431
26-04-25 23:00,1816.27,1822.98,1814.05,1820.88,7571.7484
27-04-25 0:00,1820.87,1849.5,1820,1842.03,33911.0313
27-04-25 1:00,1842.04,1857.47,1801.02,1804.6,63309.4394
27-04-25 2:00,1804.61,1818.1,1801.07,1813.24,14113.3224
27-04-25 3:00,1813.23,1817.5,1805.55,1809.75,14442.8477
27-04-25 4:00,1809.75,1811.6,1797.02,1798.2,15348.8644
27-04-25 5:00,1798.2,1806.67,1790.27,1798.69,15642.4511
27-04-25 6:00,1798.69,1804.28,1797.81,1800.62,9100.3857
27-04-25 7:00,1800.62,1805.4,1797.22,1803.76,5844.1585
27-04-25 8:00,1803.75,1815.52,1801.56,1810.09,12489.6545
27-04-25 9:00,1810.1,1813.34,1805.31,1810.65,6538.6553
27-04-25 10:00,1810.66,1812.94,1806,1809.19,5887.0317
27-04-25 11:00,1809.19,1809.91,1803.35,1805.94,7128.0141
27-04-25 12:00,1805.94,1807.49,1794.23,1796.19,14963.0046
27-04-25 13:00,1796.19,1800.38,1781.9,1797.96,23003.5787
27-04-25 14:00,1797.95,1808.1,1793.09,1796.63,17171.9885
27-04-25 15:00,1796.63,1797.82,1789.11,1793.86,10857.0406
27-04-25 16:00,1793.85,1798.19,1787.31,1795.29,12031.9183
27-04-25 17:00,1795.29,1801.89,1792.86,1798.12,7051.84
27-04-25 18:00,1798.12,1808.47,1797.08,1803.39,7934.4751
27-04-25 19:00,1803.4,1808.4,1800.79,1808.01,5844.1454
27-04-25 20:00,1808.01,1808.26,1798.51,1802.5,6631.9989
27-04-25 21:00,1802.51,1807.3,1796.14,1803,5146.7824
27-04-25 22:00,1803,1803.2,1784.59,1794.6,18511.8933
27-04-25 23:00,1794.59,1796.4,1788.41,1791.29,7428.1216
28-04-25 0:00,1791.29,1793.83,1768,1773.59,44175.2903
28-04-25 1:00,1773.59,1778.69,1752.18,1763.89,37949.9495
28-04-25 2:00,1763.89,1774.13,1761.81,1772.99,16802.5399
28-04-25 3:00,1772.99,1787.1,1769.81,1784.23,11413.8811
28-04-25 4:00,1784.23,1794.14,1784.23,1787.76,11060.2733
28-04-25 5:00,1787.75,1802.88,1786.2,1795.8,18918.5225
28-04-25 6:00,1795.8,1806.31,1795.62,1804.69,15568.387
28-04-25 7:00,1804.68,1812.08,1800.4,1804.79,17524.7753
28-04-25 8:00,1804.8,1810.4,1801.48,1809.39,12486.9681
28-04-25 9:00,1809.4,1815.88,1804.48,1805.76,13790.5688
28-04-25 10:00,1805.76,1824,1788.3,1815.39,46627.3895
28-04-25 11:00,1815.4,1827.98,1810.41,1816.2,22839.6302
28-04-25 12:00,1816.2,1816.97,1804.87,1806.87,28717.624
28-04-25 13:00,1806.87,1810.6,1782.19,1784.22,40042.0464
28-04-25 14:00,1784.21,1799,1780,1781.92,25868.6299
28-04-25 15:00,1781.93,1785.4,1753,1763.28,48908.4342
28-04-25 16:00,1763.27,1768.64,1744.71,1757.99,39278.378
28-04-25 17:00,1757.99,1774.74,1754.7,1770.86,19204.1763
28-04-25 18:00,1770.86,1781.69,1764.61,1778.2,16978.99
28-04-25 19:00,1778.21,1804.79,1777.63,1797.17,43611.7744
28-04-25 20:00,1797.17,1798.95,1783.4,1785.83,14808.3889
28-04-25 21:00,1785.83,1794.47,1781.16,1793.45,8259.6458
28-04-25 22:00,1793.46,1805.8,1791.6,1801.88,17117.1055
28-04-25 23:00,1801.88,1807,1795.11,1799.88,15316.3741
29-04-25 0:00,1799.88,1805.88,1793.71,1802.08,13288.0216
29-04-25 1:00,1802.09,1811.56,1792.63,1796.5,21206.8494
29-04-25 2:00,1796.51,1801.85,1787.89,1794.63,15275.4008
29-04-25 3:00,1794.66,1805.24,1792.27,1802.08,10762.9045
29-04-25 4:00,1802.07,1804.86,1789.19,1792.38,11418.4711
29-04-25 5:00,1792.39,1796.6,1788.16,1794.89,10248.0919
29-04-25 6:00,1794.89,1822.21,1794.2,1821.13,35543.7727
29-04-25 7:00,1821.14,1824.94,1816.47,1821.71,20138.1049
29-04-25 8:00,1821.71,1835.95,1816.92,1832.5,31266.0013
29-04-25 9:00,1832.51,1835.2,1824.47,1831.85,22357.3796
29-04-25 10:00,1831.85,1842.99,1823.04,1825.71,31068.4523
29-04-25 11:00,1825.7,1838.57,1824.97,1829.77,19542.3978
29-04-25 12:00,1829.76,1833.42,1821.03,1821.8,15446.4226
29-04-25 13:00,1821.8,1824.98,1802.02,1814.64,41462.4638
29-04-25 14:00,1814.64,1826.32,1809.57,1823.51,30582.9137
29-04-25 15:00,1823.51,1825.4,1812.19,1814.99,13100.1969
29-04-25 16:00,1814.99,1832.49,1813.74,1816.23,21593.7473
29-04-25 17:00,1816.23,1829.84,1807.48,1825.19,19364.8866
29-04-25 18:00,1825.19,1828.9,1820.9,1825.58,12696.705
29-04-25 19:00,1825.57,1828.68,1819,1821.65,10443.775
29-04-25 20:00,1821.66,1825.69,1807.23,1808.68,12267.9086
29-04-25 21:00,1808.68,1811.44,1789.85,1800.57,24600.8178
29-04-25 22:00,1800.56,1800.56,1790.2,1792.69,12150.5303
29-04-25 23:00,1792.69,1799.91,1780.47,1797.81,24630.1729
30-04-25 0:00,1797.81,1813.09,1794.7,1805.61,15446.3568
30-04-25 1:00,1805.6,1806.65,1788.9,1797.62,11037.4993
30-04-25 2:00,1797.62,1806.14,1793.6,1802.99,8637.7898
30-04-25 3:00,1802.99,1812.6,1798.45,1808.91,12401.5159
30-04-25 4:00,1808.92,1813,1805.28,1811.91,10832.0871
30-04-25 5:00,1811.9,1812.34,1801.4,1806.11,9742.5504
30-04-25 6:00,1806.12,1808.83,1802.83,1803.24,6117.8712
30-04-25 7:00,1803.24,1807.68,1791.1,1796.37,12115.4263
30-04-25 8:00,1796.37,1802.13,1792.8,1795.24,11807.6378
30-04-25 9:00,1795.24,1808.3,1795,1806.56,10415.2371
30-04-25 10:00,1806.57,1810.8,1803.84,1807.53,9413.7609
30-04-25 11:00,1807.54,1816.8,1807.54,1815.7,11736.4513
30-04-25 12:00,1815.69,1816.4,1767.32,1775.46,53253.6258
30-04-25 13:00,1775.46,1776.33,1735.2,1740.85,74123.1297
30-04-25 14:00,1740.84,1773,1731.7,1759.27,63772.4296
30-04-25 15:00,1759.27,1771.92,1757.57,1764.74,23862.3986
30-04-25 16:00,1764.73,1771.15,1756.07,1767.99,15747.7174
30-04-25 17:00,1767.99,1779.59,1761.8,1775.53,14162.5151
30-04-25 18:00,1775.53,1789.6,1773.01,1782.48,24564.7062
30-04-25 19:00,1782.49,1792.97,1775.92,1786.69,13303.3257
30-04-25 20:00,1786.7,1809.72,1784.61,1794.01,31746.315
30-04-25 21:00,1794,1800.7,1790.67,1792.52,10686.5924
30-04-25 22:00,1792.52,1799.52,1789.24,1795.39,11421.1998
30-04-25 23:00,1795.4,1799.5,1792.21,1793.61,7175.8485
01-05-25 0:00,1793.62,1799,1792.52,1797.75,7155.8047
01-05-25 1:00,1797.76,1810.55,1797.76,1809.91,14529.9268
01-05-25 2:00,1809.92,1819,1805.3,1807.56,22553.0252
01-05-25 3:00,1807.57,1814.19,1805.37,1807.99,10117.9132
01-05-25 4:00,1807.99,1810.38,1804,1809,7083.2513
01-05-25 5:00,1809,1816.9,1805.61,1813.65,11123.4469
01-05-25 6:00,1813.64,1815.19,1805.14,1806.54,7165.9252
01-05-25 7:00,1806.54,1814.77,1802.14,1810.6,9403.1368
01-05-25 8:00,1810.59,1820.09,1808.8,1817.83,15753.105
01-05-25 9:00,1817.83,1824.52,1814.93,1817.53,18109.927
01-05-25 10:00,1817.53,1851,1817.52,1847.61,60681.5637
01-05-25 11:00,1847.6,1859.23,1838.2,1845.58,42006.6804
01-05-25 12:00,1845.58,1855.07,1841.92,1849.29,27600.0637
01-05-25 13:00,1849.28,1851.69,1825.2,1826.83,54901.2164
01-05-25 14:00,1826.84,1850,1826.84,1848.59,38928.6114
01-05-25 15:00,1848.59,1873.17,1844.65,1852.99,85379.8847
01-05-25 16:00,1853,1870.25,1852.22,1859.7,22021.6305
01-05-25 17:00,1859.7,1864.88,1846.41,1856.11,18272.1528
01-05-25 18:00,1856.11,1858.4,1847.75,1856,15835.4412
01-05-25 19:00,1855.99,1856.09,1838.49,1842.82,15174.2933
01-05-25 20:00,1842.89,1851.01,1836.94,1839.41,14097.365
01-05-25 21:00,1839.4,1849.31,1839.4,1843.79,6839.4594
01-05-25 22:00,1843.8,1846.05,1837.6,1838.71,5904.1691
01-05-25 23:00,1838.71,1840.94,1833.5,1838.11,6560.7354
02-05-25 0:00,1838.1,1850.61,1835.1,1847.75,10975.9269
02-05-25 1:00,1847.75,1851.3,1839,1842.72,10982.0317
